t,momentum,ratio,sm_momentum,sm_ratio,happens_within,occurs_within,cross_threshold_from_above,cross_threshold_from_below,trending_down_and_above,trending_up_and_below,troughs,zone,peaks
2024-10-11,-0.08867766528046248,-0.6109939969666588,-0.8956465579185093,-0.390191184833763,5,6,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2023-04-11,-0.2648000457413007,0.1079125341265586,-0.08682578475983393,-0.1522851097658813,8,8,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,0.7236024844720497,-0.14389233954451347,0.0,-0.12577639751552794
2025-01-10,0.030699534602792233,0.31953264596317593,-0.5869883715980843,-0.45291736002435645,339,442,-0.18271221532091098,0.8079710144927537,-0.2567287784679089,1.7236024844720497,-0.14389233954451347,0.0,-0.12577639751552794
2024-08-09,-0.25886304639576435,-0.5383604518781284,-0.14137511481267154,-0.3517163082435991,18,26,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,0.7236024844720497,-0.14389233954451347,0.0,-0.12577639751552794
2024-07-16,-0.7782359241341701,-0.5365692106277475,0.3199931670731777,0.48390271463121093,22,34,-0.18271221532091098,-0.19202898550724637,0.7432712215320911,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-07-01,0.11865787486513044,0.047072793655016376,0.47420936930605495,0.20997871613188912,121,152,-0.18271221532091098,0.8079710144927537,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-05-09,0.5652312060596606,0.33786434468086196,0.39629879523284184,0.3733136123254862,242,298,0.817287784679089,-0.19202898550724637,0.7432712215320911,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-11-11,0.4600830985664215,0.666939904546291,0.6753142928753257,0.6796620651217602,202,224,0.817287784679089,-0.19202898550724637,1.7432712215320911,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2023-09-07,-0.3263622851803475,-0.3863031457700919,0.5657321048219941,0.1912018457153521,4,4,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2023-08-04,0.27173455259770557,0.16218203497051542,-0.089505771723492,-0.4460862486697826,234,354,-0.18271221532091098,0.8079710144927537,-0.2567287784679089,0.7236024844720497,-0.14389233954451347,0.0,-0.12577639751552794
2024-03-27,-0.028779251148981586,0.24633674452322085,0.4347496685772615,-0.11326903817541942,229,354,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,1.874223602484472
2023-10-18,0.47404210408095826,0.44866335453695927,-0.24424388167658034,-0.2555520347565438,161,208,0.817287784679089,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-01-11,0.0871915167762539,0.12378923647831684,-0.6691242494734818,-0.553583456931001,237,276,-0.18271221532091098,0.8079710144927537,-0.2567287784679089,1.7236024844720497,-0.14389233954451347,0.0,-0.12577639751552794
2023-07-20,0.2297462055326829,-0.04192924514289812,-0.32310446001778964,0.1753471275690144,13,22,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2023-04-26,0.42539101195005363,0.5165056469419903,0.6393857663187785,0.17757682064416241,7,16,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-05-01,-0.8039679805617996,-0.7084651055712964,0.4429409373717515,0.04475518007818607,144,228,-0.18271221532091098,0.8079710144927537,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-11-18,-0.48848944339130895,0.05132343699744513,0.6467897659954298,0.8466005327944169,8,10,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-10-22,0.5072961774362662,0.4602911835790876,-0.037654723636438174,-0.33932473381211226,14,22,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,0.7236024844720497,-0.14389233954451347,0.0,-0.12577639751552794
2023-04-06,-0.4296609308205336,0.03771506917141554,-0.2780382035590354,-0.20905208914211754,4,4,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-11-12,0.45802885746202215,0.7188014323288842,0.6400619418908552,0.7050237751708484,32,40,-0.18271221532091098,-0.19202898550724637,1.7432712215320911,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-12-26,-0.3631714584976242,0.07049789296313007,-0.8036010435245217,0.4226478377061053,242,420,0.817287784679089,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-07-29,-0.1031452013930826,-0.9189474762060629,-0.41085100837003863,-0.034233487210437334,179,252,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,1.7236024844720497,-0.14389233954451347,0.0,-0.12577639751552794
2023-08-11,0.7594617601689648,1.0146335117817329,0.723263281149328,0.2593912361607206,4,4,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2023-07-13,-0.47797885198189494,-0.5530443527089791,-0.03371485817982533,0.3182186509766729,281,302,0.817287784679089,-0.19202898550724637,-0.2567287784679089,0.7236024844720497,-0.14389233954451347,0.0,0.8742236024844721
2023-05-05,-0.18085913402386453,0.4442788849411573,-0.07744948242660002,-0.04818064245351838,6,14,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-02-15,0.21237103535036483,0.9167307584437094,0.655103279060659,0.2881900455079063,296,336,0.817287784679089,-0.19202898550724637,1.7432712215320911,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2023-06-06,-0.21096033663947514,0.6449366603210355,0.041983579991225,0.22401501371656174,108,124,-0.18271221532091098,0.8079710144927537,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-09-11,0.44484838800906845,0.06025307843909519,0.2809061837965336,0.311483167852718,18,34,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2023-10-10,0.24629947140010677,-0.2905312782407862,0.5574450647939887,-0.09231132154306933,2,10,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2023-08-03,-0.007310587674851087,-0.13229298118197577,-0.5722892227351978,-0.5958442249589351,657,730,-0.18271221532091098,0.8079710144927537,-0.2567287784679089,1.7236024844720497,2.8561076604554865,0.0,-0.12577639751552794
2025-01-14,0.0656356922200691,0.35148702587539565,-0.40362851957487544,-0.44418902942244853,32,48,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,1.7236024844720497,-0.14389233954451347,0.0,-0.12577639751552794
2023-04-28,0.5070577089268332,0.7043666604000567,0.456005076701831,0.17337734531873372,232,370,-0.18271221532091098,-0.19202898550724637,1.7432712215320911,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-09-04,-0.35604050540631976,-0.5647856534137095,0.2422583770741324,0.2680525193156171,15,26,-0.18271221532091098,-0.19202898550724637,0.7432712215320911,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-05-15,0.6883128262476016,0.8430847011209925,-0.7790338461277577,-0.3449378712365031,233,406,0.817287784679089,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2023-06-01,-0.276796065749003,0.6993669518617486,-0.08847198477392616,0.19656694341060565,12,14,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,0.7236024844720497,-0.14389233954451347,0.0,-0.12577639751552794
2025-01-27,-0.11632808907590036,0.06968025643982068,0.54488110923508,0.18504933535013676,168,230,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,1.874223602484472
2024-06-13,0.006029411254029723,-0.1964608668831271,0.5252380763450498,0.10861114913502008,325,366,-0.18271221532091098,-0.19202898550724637,1.7432712215320911,-0.27639751552795033,-0.14389233954451347,0.0,1.874223602484472
2023-04-12,-0.19616395327730396,0.1354782661633006,0.06022487562726761,-0.09592744126375767,116,172,-0.18271221532091098,0.8079710144927537,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2023-05-09,-0.3907827649312212,0.15149914632176345,0.10912733139059899,0.030921759202367165,120,108,-0.18271221532091098,0.8079710144927537,-0.2567287784679089,-0.27639751552795033,-0.14389233954451347,0.0,-0.12577639751552794
2024-08-07,0.3486355517706826,-0.07800465518831888,-0.4410771675400732,-0.4289284758637814,168,192,-0.18271221532091098,-0.19202898550724637,-0.2567287784679089,1.7236024844720497,-0.14389233954451347,0.0,-0.12577639751552794
