time,Open,High,Low,Close,Label
1981-06-29,0.0,0.13,0.13,0.13,N
1981-06-30,0.0,0.12,0.12,0.12,N
1981-07-01,0.0,0.12,0.11,0.11,N
1981-07-02,0.0,0.12,0.11,0.11,N
1981-07-06,0.0,0.11,0.11,0.11,N
1981-07-07,0.0,0.11,0.11,0.11,N
1981-07-08,0.0,0.12,0.12,0.12,N
1981-07-09,0.0,0.11,0.11,0.11,N
1981-07-10,0.0,0.1,0.1,0.1,N
1981-07-13,0.0,0.1,0.1,0.1,N
1981-07-14,0.0,0.11,0.11,0.11,N
1981-07-15,0.0,0.11,0.11,0.11,N
1981-07-16,0.0,0.11,0.11,0.11,N
1981-07-17,0.0,0.12,0.12,0.12,N
1981-07-20,0.0,0.11,0.11,0.11,N
1981-07-21,0.0,0.11,0.11,0.11,N
1981-07-22,0.0,0.1,0.1,0.1,N
1981-07-23,0.0,0.1,0.1,0.1,N
1981-07-24,0.0,0.11,0.11,0.11,N
1981-07-27,0.0,0.11,0.11,0.11,N
1981-07-28,0.0,0.11,0.11,0.11,N
1981-07-29,0.0,0.11,0.11,0.11,N
1981-07-30,0.0,0.11,0.11,0.11,N
1981-07-31,0.0,0.11,0.11,0.11,N
1981-08-03,0.0,0.11,0.11,0.11,N
1981-08-04,0.0,0.11,0.11,0.11,N
1981-08-05,0.0,0.12,0.12,0.12,N
1981-08-06,0.0,0.11,0.11,0.11,N
1981-08-07,0.0,0.11,0.11,0.11,N
1981-08-10,0.0,0.11,0.11,0.11,N
1981-08-11,0.0,0.11,0.11,0.11,N
1981-08-12,0.0,0.11,0.11,0.11,N
1981-08-13,0.0,0.1,0.1,0.1,N
1981-08-14,0.0,0.1,0.1,0.1,N
1981-08-17,0.0,0.1,0.1,0.1,N
1981-08-18,0.0,0.1,0.1,0.1,N
1981-08-19,0.0,0.1,0.1,0.1,N
1981-08-20,0.0,0.1,0.1,0.1,N
1981-08-21,0.0,0.09,0.09,0.09,N
1981-08-24,0.0,0.08,0.08,0.08,N
1981-08-25,0.0,0.09,0.09,0.09,N
1981-08-26,0.0,0.09,0.08,0.08,N
1981-08-27,0.0,0.09,0.09,0.09,N
1981-08-28,0.0,0.09,0.09,0.09,N
1981-08-31,0.0,0.09,0.09,0.09,N
1981-09-01,0.0,0.1,0.1,0.1,N
1981-09-02,0.0,0.1,0.1,0.1,N
1981-09-03,0.0,0.09,0.09,0.09,N
1981-09-04,0.0,0.09,0.09,0.09,N
1981-09-08,0.0,0.09,0.09,0.09,N
1981-09-09,0.0,0.09,0.09,0.09,N
1981-09-10,0.0,0.09,0.09,0.09,N
1981-09-11,0.0,0.09,0.09,0.09,N
1981-09-14,0.0,0.09,0.08,0.08,N
1981-09-15,0.0,0.08,0.08,0.08,N
1981-09-16,0.0,0.08,0.08,0.08,N
1981-09-17,0.0,0.08,0.08,0.08,N
1981-09-18,0.0,0.08,0.08,0.08,N
1981-09-21,0.0,0.08,0.08,0.08,N
1981-09-22,0.0,0.08,0.08,0.08,N
1981-09-23,0.0,0.07,0.07,0.07,N
1981-09-24,0.0,0.07,0.07,0.07,N
1981-09-25,0.0,0.06,0.06,0.06,N
1981-09-28,0.0,0.06,0.06,0.06,R
1981-09-29,0.0,0.07,0.07,0.07,N
1981-09-30,0.0,0.07,0.07,0.07,N
1981-10-01,0.0,0.07,0.07,0.07,N
1981-10-02,0.0,0.07,0.07,0.07,N
1981-10-05,0.0,0.08,0.08,0.08,N
1981-10-06,0.0,0.08,0.08,0.08,N
1981-10-07,0.0,0.08,0.08,0.08,N
1981-10-08,0.0,0.08,0.08,0.08,N
1981-10-09,0.0,0.08,0.08,0.08,N
1981-10-12,0.0,0.09,0.09,0.09,N
1981-10-13,0.0,0.09,0.09,0.09,N
1981-10-14,0.0,0.08,0.08,0.08,N
1981-10-15,0.0,0.08,0.08,0.08,N
1981-10-16,0.0,0.08,0.08,0.08,N
1981-10-19,0.0,0.08,0.08,0.08,N
1981-10-20,0.0,0.09,0.09,0.09,N
1981-10-21,0.0,0.09,0.09,0.09,N
1981-10-22,0.0,0.09,0.09,0.09,N
1981-10-23,0.0,0.09,0.08,0.08,N
1981-10-26,0.0,0.09,0.08,0.08,N
1981-10-27,0.0,0.09,0.09,0.09,N
1981-10-28,0.0,0.09,0.09,0.09,N
1981-10-29,0.0,0.09,0.09,0.09,N
1981-10-30,0.0,0.09,0.09,0.09,N
1981-11-02,0.0,0.09,0.09,0.09,N
1981-11-03,0.0,0.09,0.09,0.09,N
1981-11-04,0.0,0.09,0.09,0.09,N
1981-11-05,0.0,0.08,0.08,0.08,N
1981-11-06,0.0,0.08,0.08,0.08,N
1981-11-09,0.0,0.08,0.08,0.08,N
1981-11-10,0.0,0.08,0.08,0.08,N
1981-11-11,0.0,0.08,0.08,0.08,N
1981-11-12,0.0,0.09,0.09,0.09,N
1981-11-13,0.0,0.08,0.08,0.08,N
1981-11-16,0.0,0.08,0.08,0.08,N
1981-11-17,0.0,0.08,0.08,0.08,N
1981-11-18,0.0,0.08,0.08,0.08,N
1981-11-19,0.0,0.08,0.08,0.08,N
1981-11-20,0.0,0.09,0.08,0.08,N
1981-11-23,0.0,0.08,0.08,0.08,N
1981-11-24,0.0,0.08,0.08,0.08,N
1981-11-25,0.0,0.08,0.08,0.08,N
1981-11-27,0.0,0.08,0.08,0.08,N
1981-11-30,0.0,0.08,0.08,0.08,N
1981-12-01,0.0,0.08,0.08,0.08,N
1981-12-02,0.0,0.08,0.08,0.08,N
1981-12-03,0.0,0.08,0.08,0.08,N
1981-12-04,0.0,0.09,0.08,0.08,N
1981-12-07,0.0,0.09,0.09,0.09,N
1981-12-08,0.0,0.08,0.08,0.08,N
1981-12-09,0.0,0.08,0.08,0.08,N
1981-12-10,0.0,0.08,0.08,0.08,N
1981-12-11,0.0,0.08,0.08,0.08,N
1981-12-14,0.0,0.08,0.08,0.08,N
1981-12-15,0.0,0.08,0.08,0.08,N
1981-12-16,0.0,0.09,0.09,0.09,N
1981-12-17,0.0,0.09,0.09,0.09,N
1981-12-18,0.0,0.1,0.1,0.1,N
1981-12-21,0.0,0.1,0.1,0.1,N
1981-12-22,0.0,0.1,0.1,0.1,N
1981-12-23,0.0,0.1,0.1,0.1,R
1981-12-24,0.0,0.1,0.1,0.1,N
1981-12-28,0.0,0.09,0.09,0.09,N
1981-12-29,0.0,0.1,0.09,0.09,N
1981-12-30,0.0,0.1,0.1,0.1,N
1981-12-31,0.0,0.1,0.1,0.1,N
1982-01-04,0.0,0.1,0.1,0.1,N
1982-01-05,0.0,0.09,0.09,0.09,N
1982-01-06,0.0,0.09,0.09,0.09,N
1982-01-07,0.0,0.09,0.08,0.08,N
1982-01-08,0.0,0.09,0.09,0.09,N
1982-01-11,0.0,0.08,0.08,0.08,N
1982-01-12,0.0,0.08,0.08,0.08,N
1982-01-13,0.0,0.08,0.08,0.08,N
1982-01-14,0.0,0.08,0.08,0.08,N
1982-01-15,0.0,0.09,0.09,0.09,N
1982-01-18,0.0,0.09,0.09,0.09,N
1982-01-19,0.0,0.09,0.09,0.09,N
1982-01-20,0.0,0.09,0.09,0.09,N
1982-01-21,0.0,0.09,0.09,0.09,N
1982-01-22,0.0,0.09,0.09,0.09,N
1982-01-25,0.0,0.09,0.09,0.09,N
1982-01-26,0.0,0.09,0.09,0.09,N
1982-01-27,0.0,0.09,0.09,0.09,N
1982-01-28,0.0,0.09,0.09,0.09,N
1982-01-29,0.0,0.09,0.09,0.09,N
1982-02-01,0.0,0.09,0.09,0.09,N
1982-02-02,0.0,0.09,0.09,0.09,N
1982-02-03,0.0,0.09,0.09,0.09,N
1982-02-04,0.0,0.09,0.09,0.09,N
1982-02-05,0.0,0.09,0.09,0.09,N
1982-02-08,0.0,0.08,0.08,0.08,N
1982-02-09,0.0,0.08,0.08,0.08,N
1982-02-10,0.0,0.08,0.08,0.08,N
1982-02-11,0.0,0.08,0.08,0.08,N
1982-02-12,0.0,0.08,0.08,0.08,N
1982-02-16,0.0,0.08,0.08,0.08,N
1982-02-17,0.0,0.08,0.08,0.08,N
1982-02-18,0.0,0.08,0.08,0.08,N
1982-02-19,0.0,0.08,0.08,0.08,N
1982-02-22,0.0,0.08,0.08,0.08,N
1982-02-23,0.0,0.08,0.08,0.08,N
1982-02-24,0.0,0.08,0.08,0.08,N
1982-02-25,0.0,0.08,0.08,0.08,N
1982-02-26,0.0,0.08,0.08,0.08,N
1982-03-01,0.0,0.08,0.08,0.08,N
1982-03-02,0.0,0.08,0.08,0.08,N
1982-03-03,0.0,0.08,0.08,0.08,N
1982-03-04,0.0,0.08,0.08,0.08,N
1982-03-05,0.0,0.07,0.07,0.07,N
1982-03-08,0.0,0.07,0.07,0.07,N
1982-03-09,0.0,0.07,0.07,0.07,N
1982-03-10,0.0,0.07,0.07,0.07,N
1982-03-11,0.0,0.07,0.07,0.07,N
1982-03-12,0.0,0.07,0.07,0.07,N
1982-03-15,0.0,0.07,0.07,0.07,N
1982-03-16,0.0,0.07,0.07,0.07,N
1982-03-17,0.0,0.06,0.06,0.06,N
1982-03-18,0.0,0.07,0.07,0.07,N
1982-03-19,0.0,0.07,0.07,0.07,N
1982-03-22,0.0,0.08,0.08,0.08,N
1982-03-23,0.0,0.08,0.08,0.08,N
1982-03-24,0.0,0.07,0.07,0.07,N
1982-03-25,0.0,0.07,0.07,0.07,N
1982-03-26,0.0,0.07,0.07,0.07,N
1982-03-29,0.0,0.07,0.07,0.07,N
1982-03-30,0.0,0.08,0.08,0.08,N
1982-03-31,0.0,0.08,0.08,0.08,N
1982-04-01,0.0,0.08,0.08,0.08,N
1982-04-02,0.0,0.08,0.08,0.08,N
1982-04-05,0.0,0.08,0.08,0.08,N
1982-04-06,0.0,0.08,0.08,0.08,N
1982-04-07,0.0,0.08,0.08,0.08,N
1982-04-08,0.0,0.08,0.08,0.08,N
1982-04-12,0.0,0.08,0.08,0.08,N
1982-04-13,0.0,0.07,0.07,0.07,N
1982-04-14,0.0,0.07,0.07,0.07,N
1982-04-15,0.0,0.07,0.07,0.07,N
1982-04-16,0.0,0.08,0.08,0.08,N
1982-04-19,0.0,0.07,0.07,0.07,N
1982-04-20,0.0,0.07,0.07,0.07,N
1982-04-21,0.0,0.07,0.07,0.07,N
1982-04-22,0.0,0.07,0.07,0.07,N
1982-04-23,0.0,0.07,0.07,0.07,N
1982-04-26,0.0,0.07,0.07,0.07,N
1982-04-27,0.0,0.07,0.07,0.07,N
1982-04-28,0.0,0.07,0.07,0.07,N
1982-04-29,0.0,0.07,0.07,0.07,N
1982-04-30,0.0,0.07,0.07,0.07,N
1982-05-03,0.0,0.07,0.07,0.07,N
1982-05-04,0.0,0.07,0.07,0.07,N
1982-05-05,0.0,0.07,0.07,0.07,N
1982-05-06,0.0,0.07,0.07,0.07,N
1982-05-07,0.0,0.07,0.07,0.07,N
1982-05-10,0.0,0.07,0.07,0.07,N
1982-05-11,0.0,0.07,0.07,0.07,N
1982-05-12,0.0,0.07,0.07,0.07,N
1982-05-13,0.0,0.07,0.07,0.07,N
1982-05-14,0.0,0.07,0.07,0.07,N
1982-05-17,0.0,0.06,0.06,0.06,N
1982-05-18,0.0,0.06,0.06,0.06,N
1982-05-19,0.0,0.06,0.06,0.06,N
1982-05-20,0.0,0.06,0.06,0.06,N
1982-05-21,0.0,0.06,0.06,0.06,N
1982-05-24,0.0,0.06,0.06,0.06,N
1982-05-25,0.0,0.06,0.06,0.06,N
1982-05-26,0.0,0.06,0.06,0.06,N
1982-05-27,0.0,0.06,0.06,0.06,N
1982-05-28,0.0,0.06,0.06,0.06,N
1982-06-01,0.0,0.06,0.06,0.06,N
1982-06-02,0.0,0.06,0.06,0.06,N
1982-06-03,0.0,0.06,0.06,0.06,N
1982-06-04,0.0,0.06,0.06,0.06,N
1982-06-07,0.0,0.06,0.06,0.06,N
1982-06-08,0.0,0.06,0.06,0.06,N
1982-06-09,0.0,0.06,0.06,0.06,N
1982-06-10,0.0,0.06,0.06,0.06,N
1982-06-11,0.0,0.06,0.06,0.06,N
1982-06-14,0.0,0.06,0.06,0.06,N
1982-06-15,0.0,0.06,0.06,0.06,N
1982-06-16,0.0,0.06,0.06,0.06,N
1982-06-17,0.0,0.06,0.06,0.06,N
1982-06-18,0.0,0.06,0.06,0.06,N
1982-06-21,0.0,0.06,0.06,0.06,N
1982-06-22,0.0,0.06,0.06,0.06,N
1982-06-23,0.0,0.06,0.06,0.06,N
1982-06-24,0.0,0.06,0.06,0.06,N
1982-06-25,0.0,0.06,0.06,0.06,N
1982-06-28,0.0,0.06,0.06,0.06,N
1982-06-29,0.0,0.06,0.06,0.06,N
1982-06-30,0.0,0.06,0.06,0.06,N
1982-07-01,0.0,0.06,0.06,0.06,N
1982-07-02,0.0,0.05,0.05,0.05,N
1982-07-06,0.0,0.05,0.05,0.05,N
1982-07-07,0.0,0.05,0.05,0.05,N
1982-07-08,0.0,0.05,0.05,0.05,R
1982-07-09,0.0,0.05,0.05,0.05,N
1982-07-12,0.0,0.05,0.05,0.05,N
1982-07-13,0.0,0.06,0.06,0.06,N
